"OBJECTID","station_european_code","station_local_code","country_iso_code","country_name","station_name","station_start_date","station_end_date","type_of_station","station_ozone_classification","station_type_of_area","station_subcat_rural_back","street_type","station_longitude_deg","station_latitude_deg","station_altitude","station_city","lau_level1_code","lau_level2_code","lau_level2_name","EMEP_station","arcgis_longitude","arcgis_latitude"
6734,"IT1570A","803623","IT","Italy","MODENA - AMUNDSEN 803623",1041379200000,"2005-11-14","Background",NA,"urban",NA,NA,10.891944,44.66,22,"MODENA",NA,"36023","Modena","no",10.8920898439222,44.6600952150844
6735,"IT1571A","904702","IT","Italy","PT-SIGNORELLI 904702",975628800000,NA,"Background",NA,"urban",NA,"Canyon street: L/H < 1.5",10.905277,43.940834,80,"PISTOIA",NA,"47014","Pistoia","no",10.9052734372852,43.9409179687781
6736,"IT1572A","904701","IT","Italy","PT-ZAMENHOF 904701",975628800000,NA,"Traffic","urban","urban",NA,"Canyon street: L/H < 1.5",10.914167,43.930556,65,"PISTOIA",NA,NA,NA,"no",10.9143066406608,43.9304809570371
6737,"IT1573A","1104103","IT","Italy","VIA REDIPUGLIA 1104103",978307200000,"2010-12-09","Background","suburban","suburban",NA,NA,13.005555,43.839165,18,"FANO",NA,"41013","Fano","no",13.0056762691146,43.8392944336102
6738,"IT1574A","1908969","IT","Italy","FLORIDIA 1908969",1027123200000,NA,"Traffic",NA,"urban",NA,"Canyon street: L/H < 1.5",15.154444,37.084999,111,"FLORIDIA",NA,"89009","Floridia","no",15.1544799808044,37.0850830080848
6739,"IT1575A","2009221","IT","Italy","CENPS6 2009221",985219200000,NA,"Industrial",NA,"suburban",NA,NA,8.430278,39.177223,16,"PORTOSCUSO",NA,"107016","Portoscuso","no",8.43029785181793,39.1773071288454
6740,"IT1576A","2009222","IT","Italy","CENPS7 2009222",9.85824e+11,NA,"Industrial","urban","suburban",NA,NA,8.386111,39.203335,25,"PORTOSCUSO",NA,"107016","Portoscuso","no",8.38610839887536,39.2033081056716
6741,"IT1578A","1104105","IT","Italy","VIA SCARPELLINI 1104105",1043971200000,NA,"Background","suburban","suburban",NA,NA,12.918889,43.893333,20,"PESARO",NA,"41044","Pesaro","no",12.918884277603,43.893310546775
6742,"IT1580A","700968","IT","Italy","CORSO FERRARI - ALBISOLA SUPERIORE 700968",1044057600000,NA,"Traffic","suburban","urban",NA,"Wide street: L/H > 1.5",8.510278,44.32972,6,"ALBISOLA SUPERIORE",NA,"9004","Albisola Superiore","no",8.51031494169612,44.3297119137999
6743,"IT1581A","905203","IT","Italy","SI-DUE-PONTI 905203",1045180800000,NA,"Traffic",NA,"urban",NA,NA,11.356667,43.316944,231,"SIENA",NA,NA,NA,"no",11.3566894529524,43.3170776369653
6744,"IT1582A","100610","IT","Italy","Casale M.to - Castello 100610",1047686400000,NA,"Background",NA,"urban",NA,NA,8.433333,45.133335,116,"CASALE MONFERRATO",NA,"6039","Casale Monferrato","no",8.4332885742658,45.1334838864527
6745,"IT1583A","1707615","IT","Italy","POTENZA - VIALE FIRENZE 1707615",1.05408e+12,NA,"Traffic",NA,"urban",NA,"Wide street: L/H > 1.5",15.795279,40.64917,750,"POTENZA",NA,"76063","Potenza","no",15.7952880863002,40.6492919922561
6746,"IT1584A","1707614","IT","Italy","POTENZA - VIA CAPORELLA 1707614",1054166400000,"2004-11-09","Traffic",NA,"urban",NA,"Wide street: L/H > 1.5",15.801945,40.637779,800,"POTENZA",NA,"76063","Potenza","no",15.8018798825326,40.6378784182182
6747,"IT1585A","1707616","IT","Italy","POTENZA - VIALE UNICEF 1707616",1054166400000,NA,"Traffic",NA,"urban",NA,"Wide street: L/H > 1.5",15.796111,40.628056,750,"POTENZA",NA,"76063","Potenza","no",15.7960815430378,40.6281127926934
6748,"IT1586A","1707613","IT","Italy","POTENZA - C.DA ROSSELLINO 1707613",1054252800000,NA,"Industrial","urban","suburban",NA,NA,15.811666,40.625275,750,"POTENZA",NA,"76063","Potenza","no",15.8117065426458,40.6253051755626
6749,"IT1587A","603105","IT","Italy","Gorizia 603105",1058313600000,NA,"Traffic","urban","urban",NA,NA,13.616389,45.936947,50,"GORIZIA",NA,"31007","Gorizia","no",13.6165161132015,45.9370727539908
6750,"IT1588A","301217","IT","Italy","VARESE - VIA COPELLI 301217",1.060128e+12,NA,"Traffic",NA,"urban",NA,NA,8.820278,45.816944,388,"VARESE",NA,"12133","Varese","no",8.82031249966272,45.8170776369236
6751,"IT1589A","1104220","IT","Italy","CHIARAVALLE 1104220",1062547200000,NA,"Traffic",NA,"urban",NA,"Wide street: L/H > 1.5",13.321667,43.600277,29,"CHIARAVALLE",NA,"42014","Chiaravalle","no",13.3217163089072,43.6002807614533
6752,"IT1590A","502608","IT","Italy","TV - Via Lancieri di Novara 502608",1072915200000,NA,"Background","urban","urban",NA,NA,12.238611,45.672501,15,"TREVISO",NA,"26086","Treviso","no",12.2387084965208,45.6724853517045
6753,"IT1591A","905303","IT","Italy","GR-CITTADELLA-DELLO-STUDENTE 905303",1072915200000,"2006-12-31","Background","urban","suburban",NA,NA,11.115278,42.752499,0,"GROSSETO",NA,"53011","Grosseto","no",11.1152954103772,42.7525024411925
6754,"IT1592A","905302","IT","Italy","GR-SONNINO 905302",1072915200000,NA,"Traffic",NA,"urban",NA,NA,11.110001,42.762501,10,"GROSSETO",NA,NA,NA,"no",11.1101074222191,42.7625122069501
6755,"IT1593A","905301","IT","Italy","GR-URSS 905301",1072915200000,NA,"Background","urban","urban",NA,NA,11.119166,42.77861,10,"GROSSETO",NA,NA,NA,"no",11.1190795895627,42.7786865235578
6756,"IT1594A","502505","IT","Italy","BL - Città 502505",1074038400000,NA,"Background","urban","urban",NA,NA,12.216944,46.141392,401,"BELLUNO",NA,"25006","Belluno","no",12.2169189457178,46.1414794924278
6757,"IT1595A","502610","IT","Italy","CASTELFRANCO 502610",1083369600000,NA,"Background",NA,"rural",NA,NA,11.95,45.7,51,NA,NA,NA,NA,"no",11.9500732425232,45.7000732419868
6758,"IT1596A","502609","IT","Italy","MANSUE' 502609",1083369600000,NA,"Background",NA,"rural",NA,NA,12.510278,45.836945,14,NA,NA,"26037","Mansuè","no",12.5103149410395,45.8370971681927
6759,"IT1597A","1607173","IT","Italy","Manfredonia MICHELANGELO 1607173",1083369600000,NA,"Traffic",NA,"suburban",NA,NA,15.895,41.614444,10,"MANFREDONIA",NA,NA,NA,"no",15.8950805666721,41.6145019531646
6760,"IT1598A","1607176","IT","Italy","Manfredonia VIA DEI MANDORLI 1607176",1083369600000,NA,"Traffic","suburban","suburban",NA,NA,15.909444,41.62833,20,"MANFREDONIA",NA,"71029","Manfredonia","no",15.9094848636068,41.6284790037561
6761,"IT1599A","1607177","IT","Italy","Manfredonia CAPITANERIA DI PORTO 1607177",1083369600000,NA,"Traffic",NA,"urban",NA,NA,15.911944,41.625275,5,"MANFREDONIA",NA,"71029","Manfredonia","no",15.9119262698517,41.625305175588
6762,"IT1600A","1607174","IT","Italy","Manfredonia UNGARETTI 1607174",1083369600000,NA,"Industrial",NA,"suburban",NA,NA,15.928611,41.638056,10,"MANFREDONIA",NA,NA,NA,"no",15.9287109378975,41.638122558448
6763,"IT1601A","1607175","IT","Italy","Monte S. Angelo SUOLO CIUFFREDA 1607175",1083369600000,NA,"Background","rural","rural",NA,NA,15.945,41.665279,30,"MANFREDONIA",NA,"71033","Monte Sant'Angelo","no",15.9451293942431,41.6652832032867
6764,"IT1602A","1607275","IT","Italy","Molfetta ASM 1607275",1083369600000,NA,"Background","rural","suburban",NA,NA,16.561943,41.204445,10,"MOLFETTA",NA,"72029","Molfetta","no",16.5620727534931,41.204528808627
6765,"IT1603A","1607276","IT","Italy","molfetta VERDI 1607276",1083369600000,NA,"Traffic","urban","urban",NA,NA,16.605,41.200279,10,"MOLFETTA",NA,"72029","Molfetta","no",16.605102538896,41.2003173825976
6766,"IT1604A","1607273","IT","Italy","ENAIP 1607273",1083369600000,NA,"Background",NA,"suburban",NA,NA,16.768333,41.109444,10,"MODUGNO",NA,"72027","Modugno","no",16.7683105465013,41.109497069993
6767,"IT1605A","1607274","IT","Italy","CIAPI 1607274",1083369600000,NA,"Background",NA,"suburban",NA,NA,16.816667,41.123056,10,"MODUGNO",NA,NA,NA,"no",16.8167114254633,41.1231079101218
6768,"IT1606A","16072","IT","Italy","Caldarola 16072",1083369600000,NA,"Traffic","urban","urban",NA,NA,16.888056,41.113609,10,"BARI",NA,"72006","Bari","no",16.8881225587999,41.1137084963555
6769,"IT1607A","1607379","IT","Italy","taranto WIND 1607379",1083369600000,NA,"Traffic",NA,"suburban",NA,NA,17.173611,40.526112,10,"TARANTO",NA,"73029","Statte","no",17.1737060543176,40.5261230467009
6770,"IT1608A","1607376","IT","Italy","STATTE 1607376",1083369600000,NA,"Industrial","suburban","suburban",NA,NA,17.203335,40.5625,10,"TARANTO",NA,"73029","Statte","no",17.2033081058229,40.5625000001178
6771,"IT1609A","1607378","IT","Italy","Taranto CISI 1607378",1083369600000,NA,"Industrial",NA,"suburban",NA,NA,17.204168,40.521111,10,"TARANTO",NA,"73027","Taranto","no",17.2042846679615,40.5211181640835
6772,"IT1610A","1607374","IT","Italy","taranto SAN VITO 1607374",1083369600000,NA,"Background",NA,"urban",NA,NA,17.225279,40.423336,10,"TARANTO",NA,"73027","Taranto","no",17.2252807620268,40.4232788087003
6773,"IT1611A","1607377","IT","Italy","taranto MACHIAVELLI 1607377",1083369600000,NA,"Industrial","urban","suburban",NA,NA,17.225834,40.488613,10,"TARANTO",NA,"73027","Taranto","no",17.2258911133635,40.4887084957653
6774,"IT1613A","1607375","IT","Italy","taranto ADIGE 1607375",1083369600000,NA,"Traffic",NA,"urban",NA,NA,17.263611,40.494446,10,"TARANTO",NA,"73027","Taranto","no",17.2636718745764,40.4945068361428
6775,"IT1614A","1607380","IT","Italy","TALSANO 1607380",1083369600000,NA,"Background","suburban","urban",NA,NA,17.283888,40.411945,10,"TARANTO",NA,"73027","Taranto","no",17.2838745119041,40.4119262694636
6776,"IT1617A","1607408","IT","Italy","S. Pancrazio Salentino 1607408",1083369600000,NA,"Industrial",NA,"suburban",NA,NA,17.84639,40.423336,20,"SAN PANCRAZIO SALENTINO",NA,"74015","San Pancrazio Salentino","no",17.84649658243,40.4232788087003
6777,"IT1618A","1607178","IT","Italy","Brindisi VIA TARANTO 1607178",1083369600000,NA,"Traffic","urban","urban",NA,NA,17.948055,40.64389,10,"BRINDISI",NA,"74001","Brindisi","no",17.9481201168118,40.6439208984982
6778,"IT1619A","502506","IT","Italy","AREA FELTRINA 502506",1083628800000,NA,"Background",NA,"suburban",NA,NA,11.905833,46.030833,263,"FELTRE",NA,NA,NA,"no",11.9058837886823,46.0308837890456
6779,"IT1620A","1607278","IT","Italy","ARCHIMEDE 1607278",9.57312e+11,NA,"Traffic",NA,"suburban",NA,NA,16.885555,41.118053,10,"BARI",NA,"72006","Bari","no",16.885681152555,41.1181030272735
6780,"IT1621A","1607280","IT","Italy","CAVOUR 1607280",9.57312e+11,NA,"Traffic",NA,"urban",NA,NA,16.873333,41.123333,10,"BARI",NA,"72006","Bari","no",16.8734741213306,41.1234741211625
6781,"IT1622A","1607180","IT","Italy","Foggia PIAZZA GIORDANO (MUNICIPIO) 1607180",915148800000,NA,"Traffic",NA,"urban",NA,NA,15.546667,41.464167,100,"FOGGIA",NA,NA,NA,"no",15.5466918943594,41.4642944336751
6782,"IT1624A","1607281","IT","Italy","KENNEDY 1607281",9.57312e+11,NA,"Background","suburban","suburban",NA,NA,16.859722,41.100555,10,"BARI",NA,"72006","Bari","no",16.8596801757326,41.1005249025434
6783,"IT1625A","905201","IT","Italy","SI-LARGO-CAMPIDOGLIO 905201",8.73072e+11,NA,"Traffic",NA,"urban",NA,NA,11.153333,43.468334,104,"POGGIBONSI",NA,NA,NA,"no",11.1533203121247,43.4683227537556
6784,"IT1628A","905015","IT","Italy","PI-NAVACCHIO 905015",924134400000,"2011-02-04","Traffic",NA,"urban",NA,NA,10.491944,43.6875,5,"CASCINA",NA,"50008","Cascina","no",10.4918823242639,43.6875000002853
6785,"IT1629A","905017","IT","Italy","PI-ORATOIO 905017",1022889600000,"2011-02-04","Industrial",NA,"suburban",NA,NA,10.451667,43.693611,4,"PISA",NA,"50026","Pisa","no",10.4517211910415,43.6937255860484
6786,"IT1630A","1607385","IT","Italy","Taranto S. VITO 1607385",883612800000,NA,"Traffic",NA,"suburban",NA,NA,17.221111,40.420834,10,"TARANTO",NA,"73027","Taranto","no",17.221130371141,40.420898437361
6787,"IT1631A","1607381","IT","Italy","Taranto VIA DANTE 1607381",883612800000,NA,"Traffic",NA,"urban",NA,NA,17.258888,40.46389,10,"TARANTO",NA,"73027","Taranto","no",17.2589111332523,40.4639282227529
6788,"IT1632A","1607382","IT","Italy","Taranto VIA ORSINI 1607382",883612800000,NA,"Traffic",NA,"suburban",NA,NA,17.225834,40.494167,10,"TARANTO",NA,"73027","Taranto","no",17.2258911133635,40.4940795900009
6789,"IT1633A","1607386","IT","Italy","Taranto VILLA PERIPATO 1607386",883612800000,NA,"Background",NA,"urban",NA,NA,17.240278,40.473888,10,"TARANTO",NA,"73027","Taranto","no",17.2402954102981,40.4738769528813
6790,"IT1634A","2009234","IT","Italy","Piazza Repubblica 2009234",1009843200000,NA,"Traffic","urban","urban",NA,NA,9.126111,39.217224,10,"CAGLIARI",NA,"92009","Cagliari","no",9.12609863250817,39.2172851562334
6791,"IT1635A","2009223","IT","Italy","piazza Sant'Avendrace 2009223",1009843200000,NA,"Traffic","urban","urban",NA,NA,9.098055,39.234444,10,"CAGLIARI",NA,"92009","Cagliari","no",9.09808349627483,39.2344970699672
6792,"IT1636A","2009233","IT","Italy","TUVIXEDDU 2009233",1009843200000,NA,"Background","suburban","suburban",NA,NA,9.103333,39.230556,90,"CAGLIARI",NA,"92009","Cagliari","no",9.10327148443291,39.2305297848348
6793,"IT1637A","2009224","IT","Italy","viale Ciusa 2009224",1009843200000,NA,"Traffic","urban","urban",NA,NA,9.121667,39.232777,10,"CAGLIARI",NA,"92009","Cagliari","no",9.12170410198604,39.2329101561111
6794,"IT1638A","2009225","IT","Italy","viale Diaz 2009225",1009843200000,NA,"Traffic","urban","urban",NA,NA,9.139167,39.205555,10,"CAGLIARI",NA,"92009","Cagliari","no",9.13928222676955,39.2056884763644
6795,"IT1639A","1607172","IT","Italy","KING 1607172",9.57312e+11,"2011-02-23","Traffic",NA,"urban",NA,NA,16.866112,41.10083,10,"BARI",NA,"72006","Bari","no",16.8660888674623,41.1008911129899
6796,"IT1640A","1607279","IT","Italy","SAVOIA 1607279",9.57312e+11,"2011-02-22","Traffic",NA,"urban",NA,NA,16.875,41.120831,10,"BARI",NA,"72006","Bari","no",16.8751220699395,41.1209106442733
6797,"IT1641A","1607277","IT","Italy","STADIO S. NICOLA 1607277",9.57312e+11,NA,"Traffic","suburban","rural",NA,NA,16.838611,41.085833,10,"BARI",NA,NA,NA,"no",16.8386840816672,41.0858764651208
6798,"IT1642A","1607384","IT","Italy","Taranto PAOLO VI 1607384",883612800000,NA,"Traffic",NA,"suburban",NA,NA,17.270834,40.519444,10,"TARANTO",NA,"73027","Taranto","no",17.2708740230437,40.5194702151436
6799,"IT1643A","1607383","IT","Italy","Taranto PIAZZA GARIBALDI 1607383",883612800000,NA,"Traffic",NA,"urban",NA,NA,17.237223,40.473335,10,"TARANTO",NA,"73027","Taranto","no",17.2373046878503,40.4733276368221
6800,"IT1644A","904611","IT","Italy","LU-CARIGNANO 904611",1025481600000,NA,"Background","suburban","rural",NA,"Canyon street: L/H < 1.5",10.453611,43.868889,120,"LUCCA",NA,NA,NA,"no",10.453674316217,43.8688964842698
6801,"IT1645A","803318","IT","Italy","CORTEMAGGIORE 803318",969235200000,"2006-07-24","Traffic","suburban","suburban",NA,"Wide street: L/H > 1.5",9.927778,44.987778,52,"CORTEMAGGIORE",NA,"33018","Cortemaggiore","no",9.92791748079736,44.9879150388822
6802,"IT1646A","309807","IT","Italy","SAN ROCCO AL PORTO 309807",1017619200000,NA,"Background",NA,"rural",NA,NA,9.713889,45.851944,47,"SAN ROCCO AL PORTO",NA,"16199","Serina","no",9.71392822222053,45.8519287107657
6803,"IT1648A","301314","IT","Italy","CANTU - VIA MEUCCI 301314",1035417600000,NA,"Background","suburban","suburban",NA,NA,9.125834,45.727222,320,"CANTU'",NA,"13041","Cantù","no",9.12591552710717,45.727294921649
6804,"IT1649A","803408","IT","Italy","VITTORIA 803408",1073606400000,"2008-12-31","Traffic",NA,"urban",NA,"Wide street: L/H > 1.5",10.314167,44.802223,55,"PARMA",NA,"34027","Parma","no",10.314086914323,44.8023071291657
6805,"IT1650A","301216","IT","Italy","SARONNO - SANTUARIO 301216",1.070928e+12,NA,"Background","urban","urban",NA,"Wide street: L/H > 1.5",9.024166,45.626942,212,"SARONNO",NA,"12119","Saronno","no",9.02429199182701,45.627075195192
6806,"IT1651A","603213","IT","Italy","SAN SABBA 603213",1056758400000,NA,"Industrial",NA,"suburban",NA,NA,13.787778,45.617496,25,"TRIESTE",NA,"32006","Trieste","no",13.787902832311,45.6174926760097
6807,"IT1653A","904825","IT","Italy","FI-SIGNA-ROMA 904825",1052524800000,NA,"Background","suburban","urban",NA,NA,11.099166,43.77972,45,"SIGNA",NA,NA,NA,"no",11.099304199069,43.7797241211506
6808,"IT1654A","904805","IT","Italy","PO-ROMA 904805",878601600000,NA,"Background","urban","urban",NA,NA,11.091944,43.872778,54,"PRATO",NA,NA,NA,"no",11.0919189452006,43.8729248050029
6809,"IT1656A","904821","IT","Italy","FI-CALENZANO-GIOVANNI 904821",978307200000,NA,"Background","urban","suburban",NA,NA,11.184722,43.848053,40,"CALENZANO",NA,NA,NA,"no",11.1846923825062,43.8480834960017
6810,"IT1657A","1607411","IT","Italy","S. Pietro VERNOTICO 1607411",1083369600000,NA,"Industrial",NA,"suburban",NA,NA,18.005556,40.485558,20,"SAN PIETRO VERNOTICO",NA,"74016","San Pietro Vernotico","no",18.0056762694167,40.4854736325839
6811,"IT1658A","1607410","IT","Italy","TORCHIAROLO 1607410",1083369600000,NA,"Industrial","suburban","suburban",NA,NA,18.05361,40.488056,10,"TORCHIAROLO",NA,"74018","Torchiarolo","no",18.0537109375768,40.4880981446311
6812,"IT1659A","1607112","IT","Italy","taranto CASA CIRCONDARIALE 1607112",1083369600000,NA,"Background",NA,"suburban",NA,NA,17.292222,40.457778,10,"TARANTO",NA,NA,NA,"no",17.2922973630447,40.4578857425091
6813,"IT1660A","1607113","IT","Italy","Taranto ARCHIMEDE 1607113",1083369600000,NA,"Industrial",NA,"suburban",NA,NA,17.233055,40.494446,10,"TARANTO",NA,"73027","Taranto","no",17.2330932618308,40.4945068361428
6814,"IT1661A","701173","IT","Italy","SANTO STEFANO MAGRA 701173",1072915200000,NA,"Traffic",NA,"suburban",NA,"Wide street: L/H > 1.5",9.918612,44.154724,28,"SANTO STEFANO DI MAGRA",NA,"11026","Santo Stefano di Magra","no",9.91870117202078,44.1547241209
6815,"IT1662A","701174","IT","Italy","CHIAPPA - LA SPEZIA 701174",1072915200000,NA,"Background","suburban","suburban",NA,NA,9.798612,44.123608,54,"LA SPEZIA",NA,"11015","La Spezia","no",9.79870605432119,44.1237182618047
6816,"IT1663A","1607414","IT","Italy","Mesagne 1607414",1083369600000,NA,"Background",NA,"suburban",NA,NA,17.808332,40.565556,10,"MESAGNE",NA,"74010","Mesagne","no",17.8082885743831,40.5656738277898
6817,"IT1664A","16075","IT","Italy","GUAGNANO - villa baldassarri 16075",1083369600000,NA,"Traffic",NA,"suburban",NA,NA,17.964167,40.428059,10,"GUAGNANO",NA,"75011","Campi Salentina","no",17.964294433521,40.42810058571
6818,"IT1665A","1607576","IT","Italy","LECCE - S. M. Cerrate 1607576",1083369600000,NA,"Background","rural","rural",NA,NA,18.116112,40.458889,10,"LECCE",NA,"75035","Lecce","no",18.1160888675378,40.4589233399499
6819,"IT1666A","1607584","IT","Italy","Campi Salentina 1607584",1072915200000,NA,"Background",NA,"suburban",NA,NA,18.029722,40.404446,10,"CAMPI SALENTINA",NA,"75011","Campi Salentina","no",18.0297241210636,40.4044799803157
6820,"IT1667A","1607583","IT","Italy","Maglie 1607583",1072915200000,NA,"Background","suburban","suburban",NA,NA,18.304167,40.1325,10,"MAGLIE",NA,"75039","Maglie","no",18.3040771483939,40.1325073239502
6821,"IT1668A","1607582","IT","Italy","Lecce - Palio 1607582",1072915200000,NA,"Traffic","urban","urban",NA,NA,18.194444,40.361111,10,"LECCE",NA,NA,NA,"no",18.1945190430424,40.3610839844196
6822,"IT1669A","301724","IT","Italy","BRESCIA VIA CANTORE 301724",978307200000,NA,"Background",NA,"urban",NA,"Wide street: L/H > 1.5",10.223055,45.539165,149,"BRESCIA",NA,"17029","Brescia","no",10.2230834958936,45.5393066407638
6823,"IT1670A","804012","IT","Italy","FRANCHINI ANGELONI 804012",1106092800000,NA,"Background",NA,"urban",NA,NA,12.239167,44.139167,37,"CESENA",NA,NA,NA,"no",12.2393188478574,44.1392822266781
6824,"IT1672A","803515","IT","Italy","FEBBIO 803515",1097107200000,NA,"Background","rural background","rural","remote",NA,10.430278,44.299721,1020,"VILLA MINOZZO",NA,"35045","Villa Minozzo","no",10.4302978519388,44.2996826170672
6825,"IT1673A","2009236","IT","Italy","Via Italia 2009236",1009843200000,NA,"Traffic","urban","urban",NA,NA,9.131111,39.248333,20,"CAGLIARI",NA,"92009","Cagliari","no",9.13110351526525,39.2484741210286
6826,"IT1674A","1707617","IT","Italy","Potenza - S.L.Branca 1707617",1110931200000,NA,"Industrial","urban","suburban",NA,NA,15.872778,40.64389,728,"POTENZA",NA,"76063","Potenza","no",15.8729248050672,40.6439208984982
6827,"IT1675A","2009235","IT","Italy","viale La Plaja 2009235",1080777600000,NA,"Traffic","urban","urban",NA,NA,9.105834,39.215557,3,"CAGLIARI",NA,"92009","Cagliari","no",9.10589599607879,39.2156982422349
6828,"IT1676A","100363","IT","Italy","Novara - Roma 100363",1067644800000,NA,"Traffic",NA,"urban",NA,"Unknown",8.619722,45.440277,159,"NOVARA",NA,"3106","Novara","no",8.61987304704758,45.4403076174822
6829,"IT1678A","21021","IT","Italy","AB1 Autostrada del Brennero A22 21021",1073865600000,NA,"Traffic",NA,"suburban",NA,"Highway: average speed vehicles > 80 km/h",11.621111,46.679169,550,"VELTURNO",NA,"21116","Velturno","no",11.6210937499021,46.6793212890957
6830,"IT1679A","1607389","IT","Italy","Grottaglie 1607389",1072915200000,NA,"Background","urban","suburban",NA,NA,17.423889,40.537777,200,"GROTTAGLIE",NA,"73008","Grottaglie","no",17.4238891597337,40.5379028320326
6831,"IT1680A","1607388","IT","Italy","Martina Franca 1607388",1072915200000,NA,"Traffic","urban","urban",NA,NA,17.331945,40.700832,400,"MARTINA FRANCA",NA,"73013","Martina Franca","no",17.3320922854651,40.7009277344511
